Disparity of Point  9482 =  (1063, 127) = 28
Disparity of Point  18602 =  (907, 216) = 21
Disparity of Point  18611 =  (992, 216) = 23
Disparity of Point  18612 =  (992, 216) = 23
Disparity of Point  18613 =  (993, 216) = 23
Disparity of Point  18614 =  (1005, 216) = 24
Disparity of Point  18623 =  (1066, 216) = 28
Disparity of Point  18626 =  (1068, 216) = 28
Disparity of Point  18627 =  (1068, 216) = 28
Disparity of Point  18628 =  (1069, 216) = 28
Disparity of Point  18633 =  (380, 217) = 15
Disparity of Point  18634 =  (380, 217) = 15
Disparity of Point  18635 =  (394, 217) = 15
Disparity of Point  18636 =  (402, 217) = 15
Disparity of Point  18648 =  (474, 217) = 14
Disparity of Point  18649 =  (474, 217) = 14
Disparity of Point  18650 =  (628, 217) = 14
Disparity of Point  18651 =  (628, 217) = 14
Disparity of Point  18654 =  (647, 217) = 15
Disparity of Point  18659 =  (658, 217) = 15
Disparity of Point  18660 =  (658, 217) = 15
Disparity of Point  18661 =  (660, 217) = 15
Disparity of Point  18662 =  (660, 217) = 15
Disparity of Point  18667 =  (667, 217) = 15
Disparity of Point  18668 =  (667, 217) = 15
Disparity of Point  18669 =  (668, 217) = 15
Disparity of Point  18670 =  (668, 217) = 15
Disparity of Point  18671 =  (712, 217) = 25
Disparity of Point  18672 =  (712, 217) = 25
Disparity of Point  18673 =  (738, 217) = 26
Disparity of Point  18674 =  (739, 217) = 26
Disparity of Point  18675 =  (739, 217) = 26
Disparity of Point  18676 =  (748, 217) = 26
Disparity of Point  18677 =  (748, 217) = 26
Disparity of Point  18678 =  (749, 217) = 26
Disparity of Point  18679 =  (749, 217) = 26
Disparity of Point  18680 =  (750, 217) = 26
Disparity of Point  18681 =  (750, 217) = 26
Disparity of Point  18682 =  (773, 217) = 27
Disparity of Point  18683 =  (773, 217) = 27
Disparity of Point  18684 =  (773, 217) = 27
Disparity of Point  18703 =  (984, 217) = 23
Disparity of Point  18704 =  (984, 217) = 23
Disparity of Point  18705 =  (985, 217) = 23
Disparity of Point  18706 =  (985, 217) = 23
Disparity of Point  18708 =  (987, 217) = 23
Disparity of Point  18713 =  (1012, 217) = 24
Disparity of Point  18714 =  (1012, 217) = 24
Disparity of Point  18715 =  (1017, 217) = 25
Disparity of Point  18716 =  (1017, 217) = 25
Disparity of Point  18717 =  (1037, 217) = 26
Disparity of Point  18720 =  (1053, 217) = 27
Disparity of Point  18728 =  (380, 218) = 15
Disparity of Point  18731 =  (405, 218) = 15
Disparity of Point  18732 =  (405, 218) = 15
Disparity of Point  18749 =  (649, 218) = 15
Disparity of Point  18750 =  (650, 218) = 15
Disparity of Point  18754 =  (712, 218) = 25
Disparity of Point  18755 =  (714, 218) = 25
Disparity of Point  18756 =  (714, 218) = 25
Disparity of Point  18757 =  (715, 218) = 25
Disparity of Point  18758 =  (715, 218) = 25
Disparity of Point  18761 =  (736, 218) = 26
Disparity of Point  18774 =  (771, 218) = 27
Disparity of Point  18775 =  (771, 218) = 27
Disparity of Point  18777 =  (796, 218) = 27
Disparity of Point  18778 =  (796, 218) = 27
Disparity of Point  18781 =  (927, 218) = 22
Disparity of Point  18782 =  (986, 218) = 23
Disparity of Point  18783 =  (986, 218) = 23
Disparity of Point  18784 =  (990, 218) = 23
Disparity of Point  18785 =  (991, 218) = 23
Disparity of Point  18786 =  (1004, 218) = 24
Disparity of Point  18787 =  (1004, 218) = 24
Disparity of Point  18789 =  (1021, 218) = 25
Disparity of Point  18794 =  (1039, 218) = 26
Disparity of Point  18795 =  (1042, 218) = 26
Disparity of Point  18796 =  (1042, 218) = 26
Disparity of Point  18808 =  (1059, 218) = 27
Disparity of Point  18810 =  (1069, 218) = 28
Disparity of Point  18811 =  (395, 219) = 15
Disparity of Point  18812 =  (395, 219) = 15
Disparity of Point  18813 =  (396, 219) = 15
Disparity of Point  18814 =  (396, 219) = 15
Disparity of Point  18815 =  (397, 219) = 15
Disparity of Point  18816 =  (397, 219) = 15
Disparity of Point  18817 =  (401, 219) = 15
Disparity of Point  18818 =  (401, 219) = 15
Disparity of Point  18819 =  (402, 219) = 15
Disparity of Point  18820 =  (402, 219) = 15
Disparity of Point  18821 =  (403, 219) = 15
Disparity of Point  18823 =  (407, 219) = 15
Disparity of Point  18824 =  (407, 219) = 15
Disparity of Point  18825 =  (408, 219) = 15
Disparity of Point  18826 =  (408, 219) = 15
Disparity of Point  18827 =  (409, 219) = 15
Disparity of Point  18828 =  (409, 219) = 15
Disparity of Point  18830 =  (440, 219) = 15
Disparity of Point  18831 =  (440, 219) = 15
Disparity of Point  18858 =  (704, 219) = 25
Disparity of Point  18873 =  (796, 219) = 27
Disparity of Point  18874 =  (796, 219) = 27
Disparity of Point  18877 =  (986, 219) = 23
Disparity of Point  18887 =  (1002, 219) = 24
Disparity of Point  18888 =  (1002, 219) = 24
Disparity of Point  18890 =  (1005, 219) = 24
Disparity of Point  18891 =  (1005, 219) = 24
Disparity of Point  18892 =  (1007, 219) = 24
Disparity of Point  18893 =  (1007, 219) = 24
Disparity of Point  18894 =  (1008, 219) = 24
Disparity of Point  18895 =  (1021, 219) = 25
Disparity of Point  18897 =  (1025, 219) = 25
Disparity of Point  18898 =  (1025, 219) = 25
Disparity of Point  18899 =  (1026, 219) = 25
Disparity of Point  18900 =  (1026, 219) = 25
Disparity of Point  18901 =  (1042, 219) = 26
Disparity of Point  18902 =  (1042, 219) = 26
Disparity of Point  18903 =  (1058, 219) = 27
Disparity of Point  18904 =  (1058, 219) = 27
Disparity of Point  18905 =  (1068, 219) = 28
Disparity of Point  18906 =  (1068, 219) = 28
Disparity of Point  18949 =  (647, 220) = 16
Disparity of Point  18950 =  (663, 220) = 16
Disparity of Point  18951 =  (663, 220) = 16
Disparity of Point  18954 =  (705, 220) = 25
Disparity of Point  18955 =  (705, 220) = 25
Disparity of Point  18958 =  (730, 220) = 26
Disparity of Point  18959 =  (730, 220) = 26
Disparity of Point  18963 =  (759, 220) = 27
Disparity of Point  18964 =  (759, 220) = 27
Disparity of Point  18971 =  (795, 220) = 27
Disparity of Point  18972 =  (795, 220) = 27
Disparity of Point  18973 =  (796, 220) = 27
Disparity of Point  18976 =  (927, 220) = 22
Disparity of Point  18977 =  (927, 220) = 22
Disparity of Point  18980 =  (994, 220) = 23
Disparity of Point  18981 =  (994, 220) = 23
Disparity of Point  18982 =  (1006, 220) = 24
Disparity of Point  18983 =  (1006, 220) = 24
Disparity of Point  18984 =  (1006, 220) = 24
Disparity of Point  18990 =  (1024, 220) = 25
Disparity of Point  18991 =  (1042, 220) = 26
Disparity of Point  18995 =  (1055, 220) = 27
Disparity of Point  18996 =  (1055, 220) = 27
Disparity of Point  18997 =  (1056, 220) = 27
Disparity of Point  18998 =  (1056, 220) = 27
Disparity of Point  19004 =  (405, 221) = 15
Disparity of Point  19005 =  (406, 221) = 15
Disparity of Point  19006 =  (406, 221) = 15
Disparity of Point  19013 =  (410, 221) = 15
Disparity of Point  19014 =  (410, 221) = 15
Disparity of Point  19019 =  (451, 221) = 15
Disparity of Point  19020 =  (451, 221) = 15
Disparity of Point  19023 =  (715, 221) = 26
Disparity of Point  19024 =  (715, 221) = 26
Disparity of Point  19027 =  (733, 221) = 27
Disparity of Point  19030 =  (740, 221) = 27
Disparity of Point  19031 =  (740, 221) = 27
Disparity of Point  19032 =  (749, 221) = 27
Disparity of Point  19033 =  (749, 221) = 27
Disparity of Point  19038 =  (803, 221) = 27
Disparity of Point  19039 =  (803, 221) = 27
Disparity of Point  19041 =  (835, 221) = 19
Disparity of Point  19042 =  (835, 221) = 19
Disparity of Point  19044 =  (981, 221) = 23
Disparity of Point  19045 =  (1006, 221) = 24
Disparity of Point  19046 =  (1006, 221) = 24
Disparity of Point  19047 =  (1021, 221) = 25
Disparity of Point  19048 =  (1043, 221) = 26
Disparity of Point  19049 =  (1044, 221) = 26
Disparity of Point  19055 =  (458, 222) = 15
Disparity of Point  19056 =  (458, 222) = 15
Disparity of Point  19057 =  (458, 222) = 15
Disparity of Point  19076 =  (646, 222) = 16
Disparity of Point  19077 =  (646, 222) = 16
Disparity of Point  19078 =  (648, 222) = 16
Disparity of Point  19083 =  (705, 222) = 25
Disparity of Point  19084 =  (726, 222) = 26
Disparity of Point  19086 =  (736, 222) = 27
Disparity of Point  19087 =  (737, 222) = 27
Disparity of Point  19088 =  (737, 222) = 27
Disparity of Point  19092 =  (753, 222) = 27
Disparity of Point  19093 =  (753, 222) = 27
Disparity of Point  19094 =  (761, 222) = 27
Disparity of Point  19095 =  (761, 222) = 27
Disparity of Point  19096 =  (761, 222) = 27
Disparity of Point  19104 =  (926, 222) = 22
Disparity of Point  19105 =  (926, 222) = 22
Disparity of Point  19113 =  (1006, 222) = 24
Disparity of Point  19114 =  (1006, 222) = 24
Disparity of Point  19115 =  (1008, 222) = 24
Disparity of Point  19116 =  (1024, 222) = 25
Disparity of Point  19117 =  (1024, 222) = 25
Disparity of Point  19118 =  (1025, 222) = 25
Disparity of Point  19119 =  (1025, 222) = 25
Disparity of Point  19120 =  (1026, 222) = 25
Disparity of Point  19121 =  (1026, 222) = 25
Disparity of Point  19122 =  (1044, 222) = 26
Disparity of Point  19124 =  (1068, 222) = 28
Disparity of Point  19125 =  (1068, 222) = 28
Disparity of Point  19130 =  (408, 223) = 16
Disparity of Point  19131 =  (408, 223) = 16
Disparity of Point  19132 =  (409, 223) = 16
Disparity of Point  19133 =  (409, 223) = 16
Disparity of Point  19147 =  (463, 223) = 16
Disparity of Point  19148 =  (463, 223) = 16
Disparity of Point  19151 =  (485, 223) = 16
Disparity of Point  19152 =  (485, 223) = 16
Disparity of Point  19153 =  (486, 223) = 16
Disparity of Point  19154 =  (486, 223) = 16
Disparity of Point  19155 =  (509, 223) = 16
Disparity of Point  19156 =  (509, 223) = 16
Disparity of Point  19157 =  (510, 223) = 16
Disparity of Point  19158 =  (510, 223) = 16
Disparity of Point  19159 =  (511, 223) = 16
Disparity of Point  19160 =  (511, 223) = 16
Disparity of Point  19161 =  (512, 223) = 16
Disparity of Point  19162 =  (512, 223) = 16
Disparity of Point  19163 =  (513, 223) = 16
Disparity of Point  19164 =  (513, 223) = 16
Disparity of Point  19169 =  (682, 223) = 23
Disparity of Point  19184 =  (739, 223) = 27
Disparity of Point  19185 =  (739, 223) = 27
Disparity of Point  19186 =  (740, 223) = 27
Disparity of Point  19187 =  (742, 223) = 27
Disparity of Point  19188 =  (742, 223) = 27
Disparity of Point  19189 =  (751, 223) = 27
Disparity of Point  19190 =  (751, 223) = 27
Disparity of Point  19193 =  (756, 223) = 27
Disparity of Point  19194 =  (758, 223) = 27
Disparity of Point  19195 =  (759, 223) = 27
Disparity of Point  19196 =  (759, 223) = 27
Disparity of Point  19197 =  (760, 223) = 27
Disparity of Point  19198 =  (760, 223) = 27
Disparity of Point  19199 =  (762, 223) = 27
Disparity of Point  19200 =  (762, 223) = 27
Disparity of Point  19203 =  (776, 223) = 27
Disparity of Point  19212 =  (937, 223) = 22
Disparity of Point  19213 =  (937, 223) = 22
Disparity of Point  19222 =  (1006, 223) = 24
Disparity of Point  19223 =  (1006, 223) = 24
Disparity of Point  19224 =  (1008, 223) = 24
Disparity of Point  19225 =  (1009, 223) = 24
Disparity of Point  19226 =  (1009, 223) = 24
Disparity of Point  19227 =  (1010, 223) = 24
Disparity of Point  19228 =  (1010, 223) = 24
Disparity of Point  19229 =  (1023, 223) = 25
Disparity of Point  19230 =  (1023, 223) = 25
Disparity of Point  19231 =  (1044, 223) = 26
Disparity of Point  19232 =  (1044, 223) = 26
Disparity of Point  19235 =  (1068, 223) = 28
Disparity of Point  19236 =  (1068, 223) = 28
Disparity of Point  19239 =  (413, 224) = 16
Disparity of Point  19240 =  (413, 224) = 16
Disparity of Point  19241 =  (435, 224) = 16
Disparity of Point  19242 =  (436, 224) = 16
Disparity of Point  19243 =  (436, 224) = 16
Disparity of Point  19245 =  (443, 224) = 16
Disparity of Point  19246 =  (443, 224) = 16
Disparity of Point  19247 =  (444, 224) = 16
Disparity of Point  19250 =  (459, 224) = 16
Disparity of Point  19251 =  (459, 224) = 16
Disparity of Point  19262 =  (495, 224) = 16
Disparity of Point  19263 =  (495, 224) = 16
Disparity of Point  19264 =  (496, 224) = 16
Disparity of Point  19265 =  (496, 224) = 16
Disparity of Point  19266 =  (500, 224) = 16
Disparity of Point  19267 =  (500, 224) = 16
Disparity of Point  19268 =  (501, 224) = 16
Disparity of Point  19269 =  (501, 224) = 16
Disparity of Point  19276 =  (521, 224) = 16
Disparity of Point  19277 =  (521, 224) = 16
Disparity of Point  19278 =  (522, 224) = 16
Disparity of Point  19279 =  (522, 224) = 16
Disparity of Point  19280 =  (523, 224) = 16
Disparity of Point  19281 =  (523, 224) = 16
Disparity of Point  19291 =  (662, 224) = 17
Disparity of Point  19293 =  (681, 224) = 23
Disparity of Point  19294 =  (681, 224) = 23
Disparity of Point  19295 =  (682, 224) = 23
Disparity of Point  19306 =  (726, 224) = 26
Disparity of Point  19307 =  (727, 224) = 26
Disparity of Point  19308 =  (728, 224) = 26
Disparity of Point  19309 =  (728, 224) = 26
Disparity of Point  19310 =  (729, 224) = 26
Disparity of Point  19311 =  (729, 224) = 26
Disparity of Point  19312 =  (730, 224) = 26
Disparity of Point  19315 =  (738, 224) = 27
Disparity of Point  19316 =  (740, 224) = 27
Disparity of Point  19317 =  (740, 224) = 27
Disparity of Point  19320 =  (750, 224) = 27
Disparity of Point  19321 =  (750, 224) = 27
Disparity of Point  19322 =  (753, 224) = 27
Disparity of Point  19323 =  (753, 224) = 27
Disparity of Point  19326 =  (770, 224) = 28
Disparity of Point  19336 =  (864, 224) = 21
Disparity of Point  19340 =  (931, 224) = 23
Disparity of Point  19341 =  (931, 224) = 23
Disparity of Point  19346 =  (944, 224) = 23
Disparity of Point  19347 =  (944, 224) = 23
Disparity of Point  19364 =  (1027, 224) = 25
Disparity of Point  19365 =  (1029, 224) = 25
Disparity of Point  19366 =  (1029, 224) = 25
Disparity of Point  19367 =  (1037, 224) = 26
Disparity of Point  19368 =  (1037, 224) = 26
Disparity of Point  19369 =  (1038, 224) = 26
Disparity of Point  19370 =  (1038, 224) = 26
Disparity of Point  19371 =  (1039, 224) = 26
Disparity of Point  19372 =  (1039, 224) = 26
Disparity of Point  19373 =  (1040, 224) = 26
Disparity of Point  19374 =  (1040, 224) = 26
Disparity of Point  19375 =  (1041, 224) = 26
Disparity of Point  19376 =  (1041, 224) = 26
Disparity of Point  19377 =  (1043, 224) = 26
Disparity of Point  19378 =  (1043, 224) = 26
Disparity of Point  19379 =  (1056, 224) = 27
Disparity of Point  19380 =  (1056, 224) = 27
Disparity of Point  19383 =  (1058, 224) = 27
Disparity of Point  19384 =  (1058, 224) = 27
Disparity of Point  19385 =  (1060, 224) = 27
Disparity of Point  19386 =  (1060, 224) = 27
Disparity of Point  19396 =  (351, 225) = 23
Disparity of Point  19422 =  (530, 225) = 17
Disparity of Point  19423 =  (530, 225) = 17
Disparity of Point  19425 =  (546, 225) = 17
Disparity of Point  19426 =  (547, 225) = 17
Disparity of Point  19427 =  (547, 225) = 17
Disparity of Point  19432 =  (552, 225) = 17
Disparity of Point  19433 =  (552, 225) = 17
Disparity of Point  19447 =  (658, 225) = 17
Disparity of Point  19448 =  (718, 225) = 26
Disparity of Point  19449 =  (718, 225) = 26
Disparity of Point  19454 =  (741, 225) = 27
Disparity of Point  19455 =  (741, 225) = 27
Disparity of Point  19456 =  (741, 225) = 27
Disparity of Point  19457 =  (742, 225) = 27
Disparity of Point  19460 =  (752, 225) = 27
Disparity of Point  19461 =  (752, 225) = 27
Disparity of Point  19462 =  (755, 225) = 27
Disparity of Point  19463 =  (755, 225) = 27
Disparity of Point  19475 =  (978, 225) = 23
Disparity of Point  19476 =  (978, 225) = 23
Disparity of Point  19477 =  (979, 225) = 23
Disparity of Point  19478 =  (979, 225) = 23
Disparity of Point  19479 =  (980, 225) = 23
Disparity of Point  19480 =  (980, 225) = 23
Disparity of Point  19481 =  (1005, 225) = 24
Disparity of Point  19482 =  (1005, 225) = 24
Disparity of Point  19483 =  (1008, 225) = 24
Disparity of Point  19484 =  (1009, 225) = 24
Disparity of Point  19485 =  (1009, 225) = 24
Disparity of Point  19487 =  (1024, 225) = 25
Disparity of Point  19488 =  (1024, 225) = 25
Disparity of Point  19501 =  (1069, 225) = 28
Disparity of Point  19504 =  (322, 226) = 23
Disparity of Point  19505 =  (323, 226) = 23
Disparity of Point  19506 =  (323, 226) = 23
Disparity of Point  19511 =  (351, 226) = 23
Disparity of Point  19512 =  (351, 226) = 23
Disparity of Point  19513 =  (437, 226) = 17
Disparity of Point  19517 =  (459, 226) = 17
Disparity of Point  19518 =  (459, 226) = 17
Disparity of Point  19519 =  (460, 226) = 17
Disparity of Point  19520 =  (460, 226) = 17
Disparity of Point  19521 =  (461, 226) = 17
Disparity of Point  19522 =  (461, 226) = 17
Disparity of Point  19523 =  (462, 226) = 17
Disparity of Point  19524 =  (462, 226) = 17
Disparity of Point  19525 =  (463, 226) = 17
Disparity of Point  19526 =  (463, 226) = 17
Disparity of Point  19527 =  (464, 226) = 17
Disparity of Point  19528 =  (464, 226) = 17
Disparity of Point  19529 =  (514, 226) = 17
Disparity of Point  19533 =  (520, 226) = 17
Disparity of Point  19534 =  (520, 226) = 17
Disparity of Point  19535 =  (521, 226) = 17
Disparity of Point  19539 =  (533, 226) = 17
Disparity of Point  19540 =  (533, 226) = 17
Disparity of Point  19543 =  (538, 226) = 17
Disparity of Point  19544 =  (538, 226) = 17
Disparity of Point  19547 =  (540, 226) = 17
Disparity of Point  19548 =  (540, 226) = 17
Disparity of Point  19553 =  (544, 226) = 17
Disparity of Point  19554 =  (544, 226) = 17
Disparity of Point  19555 =  (545, 226) = 17
Disparity of Point  19556 =  (545, 226) = 17
Disparity of Point  19558 =  (562, 226) = 17
Disparity of Point  19559 =  (562, 226) = 17
Disparity of Point  19562 =  (564, 226) = 17
Disparity of Point  19563 =  (564, 226) = 17
Disparity of Point  19564 =  (571, 226) = 17
Disparity of Point  19565 =  (571, 226) = 17
Disparity of Point  19568 =  (573, 226) = 17
Disparity of Point  19569 =  (573, 226) = 17
Disparity of Point  19570 =  (577, 226) = 17
