Disparity of Point  10347 =  (1063, 127) = 28
Disparity of Point  19878 =  (374, 216) = 14
Disparity of Point  19879 =  (374, 216) = 14
Disparity of Point  19904 =  (813, 216) = 17
Disparity of Point  19905 =  (813, 216) = 17
Disparity of Point  19908 =  (815, 216) = 17
Disparity of Point  19909 =  (815, 216) = 17
Disparity of Point  19918 =  (837, 216) = 18
Disparity of Point  19919 =  (837, 216) = 18
Disparity of Point  19922 =  (839, 216) = 18
Disparity of Point  19923 =  (839, 216) = 18
Disparity of Point  19938 =  (889, 216) = 19
Disparity of Point  19939 =  (889, 216) = 19
Disparity of Point  19945 =  (907, 216) = 21
Disparity of Point  19964 =  (993, 216) = 23
Disparity of Point  19965 =  (1005, 216) = 24
Disparity of Point  19984 =  (1069, 216) = 28
Disparity of Point  19985 =  (378, 217) = 14
Disparity of Point  19986 =  (378, 217) = 14
Disparity of Point  19989 =  (380, 217) = 15
Disparity of Point  19990 =  (380, 217) = 15
Disparity of Point  19991 =  (387, 217) = 15
Disparity of Point  19992 =  (387, 217) = 15
Disparity of Point  19993 =  (402, 217) = 15
Disparity of Point  19996 =  (459, 217) = 14
Disparity of Point  20005 =  (643, 217) = 14
Disparity of Point  20006 =  (647, 217) = 15
Disparity of Point  20016 =  (658, 217) = 15
Disparity of Point  20017 =  (658, 217) = 15
Disparity of Point  20018 =  (660, 217) = 15
Disparity of Point  20019 =  (660, 217) = 15
Disparity of Point  20022 =  (668, 217) = 15
Disparity of Point  20023 =  (668, 217) = 15
Disparity of Point  20046 =  (712, 217) = 25
Disparity of Point  20047 =  (712, 217) = 25
Disparity of Point  20048 =  (738, 217) = 26
Disparity of Point  20049 =  (739, 217) = 26
Disparity of Point  20050 =  (739, 217) = 26
Disparity of Point  20051 =  (740, 217) = 26
Disparity of Point  20052 =  (740, 217) = 26
Disparity of Point  20054 =  (748, 217) = 26
Disparity of Point  20055 =  (748, 217) = 26
Disparity of Point  20056 =  (749, 217) = 26
Disparity of Point  20057 =  (749, 217) = 26
Disparity of Point  20058 =  (750, 217) = 26
Disparity of Point  20059 =  (750, 217) = 26
Disparity of Point  20061 =  (773, 217) = 27
Disparity of Point  20062 =  (773, 217) = 27
Disparity of Point  20063 =  (773, 217) = 27
Disparity of Point  20064 =  (775, 217) = 27
Disparity of Point  20065 =  (775, 217) = 27
Disparity of Point  20083 =  (984, 217) = 23
Disparity of Point  20084 =  (984, 217) = 23
Disparity of Point  20085 =  (985, 217) = 23
Disparity of Point  20086 =  (985, 217) = 23
Disparity of Point  20092 =  (1012, 217) = 24
Disparity of Point  20093 =  (1012, 217) = 24
Disparity of Point  20094 =  (1017, 217) = 25
Disparity of Point  20095 =  (1017, 217) = 25
Disparity of Point  20096 =  (1037, 217) = 26
Disparity of Point  20099 =  (1053, 217) = 27
Disparity of Point  20101 =  (1061, 217) = 28
Disparity of Point  20107 =  (380, 218) = 15
Disparity of Point  20109 =  (405, 218) = 15
Disparity of Point  20110 =  (405, 218) = 15
Disparity of Point  20111 =  (456, 218) = 14
Disparity of Point  20112 =  (456, 218) = 14
Disparity of Point  20113 =  (457, 218) = 14
Disparity of Point  20114 =  (457, 218) = 14
Disparity of Point  20131 =  (649, 218) = 15
Disparity of Point  20138 =  (712, 218) = 25
Disparity of Point  20140 =  (714, 218) = 25
Disparity of Point  20141 =  (714, 218) = 25
Disparity of Point  20142 =  (715, 218) = 25
Disparity of Point  20143 =  (715, 218) = 25
Disparity of Point  20146 =  (736, 218) = 26
Disparity of Point  20155 =  (771, 218) = 27
Disparity of Point  20156 =  (771, 218) = 27
Disparity of Point  20157 =  (796, 218) = 27
Disparity of Point  20158 =  (796, 218) = 27
Disparity of Point  20163 =  (927, 218) = 22
Disparity of Point  20164 =  (986, 218) = 23
Disparity of Point  20165 =  (986, 218) = 23
Disparity of Point  20166 =  (990, 218) = 23
Disparity of Point  20167 =  (991, 218) = 23
Disparity of Point  20169 =  (1021, 218) = 25
Disparity of Point  20171 =  (1039, 218) = 26
Disparity of Point  20172 =  (1042, 218) = 26
Disparity of Point  20173 =  (1042, 218) = 26
Disparity of Point  20183 =  (1059, 218) = 27
Disparity of Point  20186 =  (1069, 218) = 28
Disparity of Point  20187 =  (382, 219) = 15
Disparity of Point  20188 =  (382, 219) = 15
Disparity of Point  20189 =  (383, 219) = 15
Disparity of Point  20190 =  (383, 219) = 15
Disparity of Point  20191 =  (384, 219) = 15
Disparity of Point  20192 =  (384, 219) = 15
Disparity of Point  20204 =  (394, 219) = 15
Disparity of Point  20205 =  (394, 219) = 15
Disparity of Point  20206 =  (395, 219) = 15
Disparity of Point  20207 =  (395, 219) = 15
Disparity of Point  20208 =  (396, 219) = 15
Disparity of Point  20209 =  (396, 219) = 15
Disparity of Point  20210 =  (401, 219) = 15
Disparity of Point  20211 =  (401, 219) = 15
Disparity of Point  20212 =  (402, 219) = 15
Disparity of Point  20213 =  (402, 219) = 15
Disparity of Point  20214 =  (403, 219) = 15
Disparity of Point  20215 =  (407, 219) = 15
Disparity of Point  20216 =  (407, 219) = 15
Disparity of Point  20217 =  (408, 219) = 15
Disparity of Point  20218 =  (408, 219) = 15
Disparity of Point  20219 =  (409, 219) = 15
Disparity of Point  20220 =  (409, 219) = 15
Disparity of Point  20230 =  (439, 219) = 15
Disparity of Point  20231 =  (439, 219) = 15
Disparity of Point  20232 =  (440, 219) = 15
Disparity of Point  20233 =  (440, 219) = 15
Disparity of Point  20238 =  (449, 219) = 15
Disparity of Point  20239 =  (449, 219) = 15
Disparity of Point  20242 =  (452, 219) = 15
Disparity of Point  20243 =  (452, 219) = 15
Disparity of Point  20246 =  (463, 219) = 15
Disparity of Point  20247 =  (463, 219) = 15
Disparity of Point  20263 =  (641, 219) = 15
Disparity of Point  20272 =  (704, 219) = 25
Disparity of Point  20292 =  (986, 219) = 23
Disparity of Point  20303 =  (1002, 219) = 24
Disparity of Point  20304 =  (1002, 219) = 24
Disparity of Point  20305 =  (1005, 219) = 24
Disparity of Point  20306 =  (1005, 219) = 24
Disparity of Point  20307 =  (1007, 219) = 24
Disparity of Point  20308 =  (1007, 219) = 24
Disparity of Point  20309 =  (1008, 219) = 24
Disparity of Point  20310 =  (1021, 219) = 25
Disparity of Point  20312 =  (1025, 219) = 25
Disparity of Point  20313 =  (1025, 219) = 25
Disparity of Point  20314 =  (1026, 219) = 25
Disparity of Point  20315 =  (1026, 219) = 25
Disparity of Point  20316 =  (1042, 219) = 26
Disparity of Point  20317 =  (1042, 219) = 26
Disparity of Point  20318 =  (1053, 219) = 27
Disparity of Point  20319 =  (1053, 219) = 27
Disparity of Point  20320 =  (1058, 219) = 27
Disparity of Point  20321 =  (1058, 219) = 27
Disparity of Point  20322 =  (1068, 219) = 28
Disparity of Point  20323 =  (1068, 219) = 28
Disparity of Point  20367 =  (647, 220) = 16
Disparity of Point  20368 =  (663, 220) = 16
Disparity of Point  20369 =  (663, 220) = 16
Disparity of Point  20377 =  (704, 220) = 25
Disparity of Point  20378 =  (704, 220) = 25
Disparity of Point  20379 =  (705, 220) = 25
Disparity of Point  20380 =  (705, 220) = 25
Disparity of Point  20390 =  (759, 220) = 27
Disparity of Point  20391 =  (759, 220) = 27
Disparity of Point  20400 =  (796, 220) = 27
Disparity of Point  20403 =  (994, 220) = 23
Disparity of Point  20404 =  (994, 220) = 23
Disparity of Point  20406 =  (1006, 220) = 24
Disparity of Point  20407 =  (1006, 220) = 24
Disparity of Point  20408 =  (1006, 220) = 24
Disparity of Point  20414 =  (1024, 220) = 25
Disparity of Point  20416 =  (1042, 220) = 26
Disparity of Point  20417 =  (1055, 220) = 27
Disparity of Point  20418 =  (1055, 220) = 27
Disparity of Point  20419 =  (1056, 220) = 27
Disparity of Point  20420 =  (1056, 220) = 27
Disparity of Point  20423 =  (1067, 220) = 28
Disparity of Point  20427 =  (405, 221) = 15
Disparity of Point  20428 =  (406, 221) = 15
Disparity of Point  20429 =  (406, 221) = 15
Disparity of Point  20436 =  (410, 221) = 15
Disparity of Point  20437 =  (410, 221) = 15
Disparity of Point  20455 =  (733, 221) = 27
Disparity of Point  20459 =  (803, 221) = 27
Disparity of Point  20460 =  (803, 221) = 27
Disparity of Point  20462 =  (835, 221) = 19
Disparity of Point  20463 =  (835, 221) = 19
Disparity of Point  20465 =  (927, 221) = 22
Disparity of Point  20466 =  (927, 221) = 22
Disparity of Point  20467 =  (1021, 221) = 25
Disparity of Point  20468 =  (1043, 221) = 26
Disparity of Point  20469 =  (1044, 221) = 26
Disparity of Point  20473 =  (401, 222) = 16
Disparity of Point  20474 =  (401, 222) = 16
Disparity of Point  20476 =  (427, 222) = 16
Disparity of Point  20479 =  (458, 222) = 15
Disparity of Point  20480 =  (458, 222) = 15
Disparity of Point  20481 =  (458, 222) = 15
Disparity of Point  20506 =  (646, 222) = 16
Disparity of Point  20507 =  (646, 222) = 16
Disparity of Point  20508 =  (648, 222) = 16
Disparity of Point  20509 =  (649, 222) = 16
Disparity of Point  20514 =  (705, 222) = 25
Disparity of Point  20516 =  (726, 222) = 26
Disparity of Point  20518 =  (736, 222) = 27
Disparity of Point  20519 =  (737, 222) = 27
Disparity of Point  20520 =  (737, 222) = 27
Disparity of Point  20526 =  (753, 222) = 27
Disparity of Point  20527 =  (753, 222) = 27
Disparity of Point  20528 =  (761, 222) = 27
Disparity of Point  20529 =  (761, 222) = 27
Disparity of Point  20530 =  (761, 222) = 27
Disparity of Point  20550 =  (1006, 222) = 24
Disparity of Point  20551 =  (1006, 222) = 24
Disparity of Point  20552 =  (1008, 222) = 24
Disparity of Point  20553 =  (1024, 222) = 25
Disparity of Point  20554 =  (1024, 222) = 25
Disparity of Point  20555 =  (1025, 222) = 25
Disparity of Point  20556 =  (1025, 222) = 25
Disparity of Point  20557 =  (1026, 222) = 25
Disparity of Point  20558 =  (1026, 222) = 25
Disparity of Point  20559 =  (1044, 222) = 26
Disparity of Point  20561 =  (1068, 222) = 28
Disparity of Point  20562 =  (1068, 222) = 28
Disparity of Point  20563 =  (405, 223) = 16
Disparity of Point  20564 =  (405, 223) = 16
Disparity of Point  20565 =  (406, 223) = 16
Disparity of Point  20566 =  (406, 223) = 16
Disparity of Point  20569 =  (408, 223) = 16
Disparity of Point  20570 =  (408, 223) = 16
Disparity of Point  20571 =  (409, 223) = 16
Disparity of Point  20572 =  (409, 223) = 16
Disparity of Point  20579 =  (431, 223) = 16
Disparity of Point  20580 =  (431, 223) = 16
Disparity of Point  20581 =  (444, 223) = 16
Disparity of Point  20582 =  (444, 223) = 16
Disparity of Point  20590 =  (463, 223) = 16
Disparity of Point  20591 =  (463, 223) = 16
Disparity of Point  20598 =  (509, 223) = 16
Disparity of Point  20599 =  (509, 223) = 16
Disparity of Point  20600 =  (510, 223) = 16
Disparity of Point  20601 =  (510, 223) = 16
Disparity of Point  20602 =  (511, 223) = 16
Disparity of Point  20603 =  (511, 223) = 16
Disparity of Point  20604 =  (512, 223) = 16
Disparity of Point  20605 =  (512, 223) = 16
Disparity of Point  20606 =  (513, 223) = 16
Disparity of Point  20607 =  (513, 223) = 16
Disparity of Point  20608 =  (645, 223) = 16
Disparity of Point  20609 =  (645, 223) = 16
Disparity of Point  20619 =  (682, 223) = 23
Disparity of Point  20637 =  (724, 223) = 26
Disparity of Point  20640 =  (739, 223) = 27
Disparity of Point  20641 =  (739, 223) = 27
Disparity of Point  20642 =  (751, 223) = 27
Disparity of Point  20643 =  (751, 223) = 27
Disparity of Point  20646 =  (756, 223) = 27
Disparity of Point  20647 =  (758, 223) = 27
Disparity of Point  20648 =  (759, 223) = 27
Disparity of Point  20649 =  (759, 223) = 27
Disparity of Point  20650 =  (760, 223) = 27
Disparity of Point  20651 =  (760, 223) = 27
Disparity of Point  20652 =  (762, 223) = 27
Disparity of Point  20653 =  (762, 223) = 27
Disparity of Point  20654 =  (776, 223) = 27
Disparity of Point  20669 =  (1006, 223) = 24
Disparity of Point  20670 =  (1006, 223) = 24
Disparity of Point  20671 =  (1008, 223) = 24
Disparity of Point  20672 =  (1009, 223) = 24
Disparity of Point  20673 =  (1009, 223) = 24
Disparity of Point  20674 =  (1010, 223) = 24
Disparity of Point  20675 =  (1010, 223) = 24
Disparity of Point  20678 =  (1044, 223) = 26
Disparity of Point  20679 =  (1044, 223) = 26
Disparity of Point  20682 =  (1068, 223) = 28
Disparity of Point  20683 =  (1068, 223) = 28
Disparity of Point  20706 =  (435, 224) = 16
Disparity of Point  20707 =  (444, 224) = 16
Disparity of Point  20708 =  (459, 224) = 16
Disparity of Point  20709 =  (459, 224) = 16
Disparity of Point  20711 =  (490, 224) = 16
Disparity of Point  20712 =  (490, 224) = 16
Disparity of Point  20719 =  (500, 224) = 16
Disparity of Point  20720 =  (500, 224) = 16
Disparity of Point  20727 =  (522, 224) = 16
Disparity of Point  20728 =  (522, 224) = 16
Disparity of Point  20729 =  (523, 224) = 16
Disparity of Point  20730 =  (523, 224) = 16
Disparity of Point  20735 =  (650, 224) = 17
Disparity of Point  20739 =  (661, 224) = 17
Disparity of Point  20740 =  (661, 224) = 17
Disparity of Point  20741 =  (662, 224) = 17
Disparity of Point  20743 =  (681, 224) = 23
Disparity of Point  20744 =  (681, 224) = 23
Disparity of Point  20745 =  (682, 224) = 23
Disparity of Point  20754 =  (726, 224) = 26
Disparity of Point  20755 =  (727, 224) = 26
Disparity of Point  20756 =  (728, 224) = 26
Disparity of Point  20757 =  (728, 224) = 26
Disparity of Point  20758 =  (729, 224) = 26
Disparity of Point  20759 =  (729, 224) = 26
Disparity of Point  20760 =  (730, 224) = 26
Disparity of Point  20761 =  (738, 224) = 27
Disparity of Point  20762 =  (740, 224) = 27
Disparity of Point  20763 =  (740, 224) = 27
Disparity of Point  20772 =  (770, 224) = 28
Disparity of Point  20776 =  (780, 224) = 28
Disparity of Point  20777 =  (780, 224) = 28
Disparity of Point  20778 =  (790, 224) = 28
Disparity of Point  20779 =  (790, 224) = 28
Disparity of Point  20795 =  (864, 224) = 21
Disparity of Point  20800 =  (930, 224) = 23
Disparity of Point  20801 =  (930, 224) = 23
Disparity of Point  20810 =  (944, 224) = 23
Disparity of Point  20811 =  (944, 224) = 23
Disparity of Point  20812 =  (946, 224) = 23
Disparity of Point  20813 =  (946, 224) = 23
Disparity of Point  20832 =  (1027, 224) = 25
Disparity of Point  20833 =  (1029, 224) = 25
Disparity of Point  20834 =  (1029, 224) = 25
Disparity of Point  20837 =  (1037, 224) = 26
Disparity of Point  20838 =  (1037, 224) = 26
Disparity of Point  20839 =  (1038, 224) = 26
Disparity of Point  20840 =  (1038, 224) = 26
Disparity of Point  20841 =  (1039, 224) = 26
Disparity of Point  20842 =  (1039, 224) = 26
Disparity of Point  20843 =  (1040, 224) = 26
Disparity of Point  20844 =  (1040, 224) = 26
Disparity of Point  20845 =  (1041, 224) = 26
Disparity of Point  20846 =  (1041, 224) = 26
Disparity of Point  20847 =  (1043, 224) = 26
Disparity of Point  20848 =  (1043, 224) = 26
Disparity of Point  20850 =  (1056, 224) = 27
Disparity of Point  20851 =  (1056, 224) = 27
Disparity of Point  20854 =  (1058, 224) = 27
Disparity of Point  20855 =  (1058, 224) = 27
Disparity of Point  20856 =  (1060, 224) = 27
Disparity of Point  20857 =  (1060, 224) = 27
Disparity of Point  20873 =  (351, 225) = 23
Disparity of Point  20878 =  (455, 225) = 16
Disparity of Point  20879 =  (455, 225) = 16
Disparity of Point  20880 =  (456, 225) = 16
Disparity of Point  20881 =  (456, 225) = 16
Disparity of Point  20889 =  (498, 225) = 17
Disparity of Point  20890 =  (498, 225) = 17
Disparity of Point  20891 =  (499, 225) = 17
Disparity of Point  20892 =  (499, 225) = 17
Disparity of Point  20903 =  (546, 225) = 17
Disparity of Point  20904 =  (547, 225) = 17
Disparity of Point  20905 =  (547, 225) = 17
Disparity of Point  20910 =  (552, 225) = 17
Disparity of Point  20911 =  (552, 225) = 17
Disparity of Point  20925 =  (658, 225) = 17
Disparity of Point  20930 =  (718, 225) = 26
Disparity of Point  20931 =  (718, 225) = 26
Disparity of Point  20938 =  (741, 225) = 27
Disparity of Point  20939 =  (741, 225) = 27
Disparity of Point  20940 =  (741, 225) = 27
Disparity of Point  20941 =  (742, 225) = 27
Disparity of Point  20942 =  (747, 225) = 27
Disparity of Point  20943 =  (747, 225) = 27
Disparity of Point  20944 =  (750, 225) = 27
Disparity of Point  20945 =  (750, 225) = 27
Disparity of Point  20946 =  (750, 225) = 27
Disparity of Point  20947 =  (752, 225) = 27
Disparity of Point  20948 =  (752, 225) = 27
Disparity of Point  20949 =  (755, 225) = 27
Disparity of Point  20950 =  (755, 225) = 27
Disparity of Point  20952 =  (818, 225) = 29
Disparity of Point  20953 =  (818, 225) = 29
Disparity of Point  20967 =  (978, 225) = 23
Disparity of Point  20968 =  (978, 225) = 23
Disparity of Point  20969 =  (979, 225) = 23
Disparity of Point  20970 =  (979, 225) = 23
Disparity of Point  20971 =  (980, 225) = 23
Disparity of Point  20972 =  (980, 225) = 23
Disparity of Point  20973 =  (1005, 225) = 24
Disparity of Point  20974 =  (1005, 225) = 24
Disparity of Point  20975 =  (1008, 225) = 24
Disparity of Point  20977 =  (1024, 225) = 25
Disparity of Point  20978 =  (1024, 225) = 25
Disparity of Point  20979 =  (1026, 225) = 25
Disparity of Point  20980 =  (1026, 225) = 25
Disparity of Point  20989 =  (1069, 225) = 28
Disparity of Point  20992 =  (322, 226) = 23
Disparity of Point  20993 =  (323, 226) = 23
Disparity of Point  20994 =  (323, 226) = 23
Disparity of Point  20999 =  (351, 226) = 23
Disparity of Point  21000 =  (351, 226) = 23
Disparity of Point  21001 =  (437, 226) = 17
Disparity of Point  21013 =  (461, 226) = 17
Disparity of Point  21014 =  (461, 226) = 17
Disparity of Point  21015 =  (462, 226) = 17
Disparity of Point  21016 =  (462, 226) = 17
Disparity of Point  21017 =  (463, 226) = 17
Disparity of Point  21018 =  (463, 226) = 17
Disparity of Point  21019 =  (514, 226) = 17
Disparity of Point  21021 =  (520, 226) = 17
Disparity of Point  21022 =  (520, 226) = 17
Disparity of Point  21023 =  (521, 226) = 17
Disparity of Point  21029 =  (538, 226) = 17
Disparity of Point  21030 =  (538, 226) = 17
Disparity of Point  21033 =  (540, 226) = 17
